GRCh38_ENSG00000186827	GRCh38_TNFRSF4	Gene Expression
GRCh38_ENSG00000078808	GRCh38_SDF4	Gene Expression
GRCh38_ENSG00000176022	GRCh38_B3GALT6	Gene Expression
GRCh38_ENSG00000184163	GRCh38_C1QTNF12	Gene Expression
GRCh38_ENSG00000260179	GRCh38_AL162741.1	Gene Expression
GRCh38_ENSG00000160087	GRCh38_UBE2J2	Gene Expression
GRCh38_ENSG00000230415	GRCh38_LINC01786	Gene Expression
GRCh38_ENSG00000162572	GRCh38_SCNN1D	Gene Expression
GRCh38_ENSG00000131584	GRCh38_ACAP3	Gene Expression
GRCh38_ENSG00000169972	GRCh38_PUSL1	Gene Expression
GRCh38_ENSG00000127054	GRCh38_INTS11	Gene Expression
GRCh38_ENSG00000224051	GRCh38_CPTP	Gene Expression
GRCh38_ENSG00000169962	GRCh38_TAS1R3	Gene Expression
GRCh38_ENSG00000107404	GRCh38_DVL1	Gene Expression
GRCh38_ENSG00000162576	GRCh38_MXRA8	Gene Expression
GRCh38_ENSG00000175756	GRCh38_AURKAIP1	Gene Expression
GRCh38_ENSG00000221978	GRCh38_CCNL2	Gene Expression
GRCh38_ENSG00000242485	GRCh38_MRPL20	Gene Expression
GRCh38_ENSG00000272455	GRCh38_AL391244.3	Gene Expression
GRCh38_ENSG00000235098	GRCh38_ANKRD65	Gene Expression
GRCh38_ENSG00000225905	GRCh38_AL391244.2	Gene Expression
GRCh38_ENSG00000205116	GRCh38_TMEM88B	Gene Expression
GRCh38_ENSG00000225285	GRCh38_LINC01770	Gene Expression
GRCh38_ENSG00000179403	GRCh38_VWA1	Gene Expression
GRCh38_ENSG00000215915	GRCh38_ATAD3C	Gene Expression
GRCh38_ENSG00000160072	GRCh38_ATAD3B	Gene Expression
GRCh38_ENSG00000197785	GRCh38_ATAD3A	Gene Expression
GRCh38_ENSG00000205090	GRCh38_TMEM240	Gene Expression
GRCh38_ENSG00000160075	GRCh38_SSU72	Gene Expression
GRCh38_ENSG00000215014	GRCh38_AL645728.1	Gene Expression
GRCh38_ENSG00000228594	GRCh38_FNDC10	Gene Expression
GRCh38_ENSG00000272106	GRCh38_AL691432.2	Gene Expression
GRCh38_ENSG00000197530	GRCh38_MIB2	Gene Expression
GRCh38_ENSG00000189409	GRCh38_MMP23B	Gene Expression
GRCh38_ENSG00000248333	GRCh38_CDK11B	Gene Expression
GRCh38_ENSG00000272004	GRCh38_FO704657.1	Gene Expression
GRCh38_ENSG00000189339	GRCh38_SLC35E2B	Gene Expression
GRCh38_ENSG00000008128	GRCh38_CDK11A	Gene Expression
GRCh38_ENSG00000215790	GRCh38_SLC35E2A	Gene Expression
GRCh38_ENSG00000008130	GRCh38_NADK	Gene Expression
GRCh38_ENSG00000078369	GRCh38_GNB1	Gene Expression
GRCh38_ENSG00000231050	GRCh38_AL109917.1	Gene Expression
GRCh38_ENSG00000169885	GRCh38_CALML6	Gene Expression
GRCh38_ENSG00000178821	GRCh38_TMEM52	Gene Expression
GRCh38_ENSG00000142609	GRCh38_CFAP74	Gene Expression
GRCh38_ENSG00000233542	GRCh38_AL391845.2	Gene Expression
GRCh38_ENSG00000187730	GRCh38_GABRD	Gene Expression
GRCh38_ENSG00000226969	GRCh38_AL391845.1	Gene Expression
GRCh38_ENSG00000067606	GRCh38_PRKCZ	Gene Expression
GRCh38_ENSG00000271806	GRCh38_AL590822.2	Gene Expression
GRCh38_ENSG00000182873	GRCh38_PRKCZ-AS1	Gene Expression
GRCh38_ENSG00000162585	GRCh38_FAAP20	Gene Expression
GRCh38_ENSG00000234396	GRCh38_AL590822.1	Gene Expression
GRCh38_ENSG00000157933	GRCh38_SKI	Gene Expression
GRCh38_ENSG00000116151	GRCh38_MORN1	Gene Expression
GRCh38_ENSG00000157916	GRCh38_RER1	Gene Expression
GRCh38_ENSG00000157911	GRCh38_PEX10	Gene Expression
GRCh38_ENSG00000149527	GRCh38_PLCH2	Gene Expression
GRCh38_ENSG00000224387	GRCh38_AL139246.1	Gene Expression
GRCh38_ENSG00000229393	GRCh38_AL139246.4	Gene Expression
GRCh38_ENSG00000157881	GRCh38_PANK4	Gene Expression
GRCh38_ENSG00000197921	GRCh38_HES5	Gene Expression
GRCh38_ENSG00000272449	GRCh38_AL139246.5	Gene Expression
GRCh38_ENSG00000238164	GRCh38_TNFRSF14-AS1	Gene Expression
GRCh38_ENSG00000157873	GRCh38_TNFRSF14	Gene Expression
GRCh38_ENSG00000228037	GRCh38_AL139246.3	Gene Expression
GRCh38_ENSG00000157870	GRCh38_FAM213B	Gene Expression
GRCh38_ENSG00000142606	GRCh38_MMEL1	Gene Expression
GRCh38_ENSG00000237058	GRCh38_AL831784.1	Gene Expression
GRCh38_ENSG00000215912	GRCh38_TTC34	Gene Expression
GRCh38_ENSG00000283259	GRCh38_AC242022.1	Gene Expression
GRCh38_ENSG00000233234	GRCh38_AL592464.2	Gene Expression
GRCh38_ENSG00000231630	GRCh38_AL592464.1	Gene Expression
GRCh38_ENSG00000284745	GRCh38_AL589702.1	Gene Expression
GRCh38_ENSG00000169717	GRCh38_ACTRT2	Gene Expression
GRCh38_ENSG00000177133	GRCh38_LINC00982	Gene Expression
GRCh38_ENSG00000142611	GRCh38_PRDM16	Gene Expression
GRCh38_ENSG00000226286	GRCh38_AL008733.1	Gene Expression
GRCh38_ENSG00000272235	GRCh38_AL590438.1	Gene Expression
GRCh38_ENSG00000130762	GRCh38_ARHGEF16	Gene Expression
GRCh38_ENSG00000272088	GRCh38_AL512413.1	Gene Expression
GRCh38_ENSG00000162591	GRCh38_MEGF6	Gene Expression
GRCh38_ENSG00000238260	GRCh38_AL513320.1	Gene Expression
GRCh38_ENSG00000158109	GRCh38_TPRG1L	Gene Expression
GRCh38_ENSG00000116213	GRCh38_WRAP73	Gene Expression
GRCh38_ENSG00000078900	GRCh38_TP73	Gene Expression
GRCh38_ENSG00000227589	GRCh38_AL136528.1	Gene Expression
GRCh38_ENSG00000235131	GRCh38_AL136528.2	Gene Expression
GRCh38_ENSG00000162592	GRCh38_CCDC27	Gene Expression
GRCh38_ENSG00000235169	GRCh38_SMIM1	Gene Expression
GRCh38_ENSG00000130764	GRCh38_LRRC47	Gene Expression
GRCh38_ENSG00000272153	GRCh38_AL365330.1	Gene Expression
GRCh38_ENSG00000116198	GRCh38_CEP104	Gene Expression
GRCh38_ENSG00000169598	GRCh38_DFFB	Gene Expression
GRCh38_ENSG00000198912	GRCh38_C1orf174	Gene Expression
GRCh38_ENSG00000236423	GRCh38_LINC01134	Gene Expression
GRCh38_ENSG00000233304	GRCh38_LINC01346	Gene Expression
GRCh38_ENSG00000226374	GRCh38_LINC01345	Gene Expression
GRCh38_ENSG00000284668	GRCh38_AL805961.1	Gene Expression
GRCh38_ENSG00000284703	GRCh38_AL805961.2	Gene Expression
GRCh38_ENSG00000235054	GRCh38_LINC01777	Gene Expression
GRCh38_ENSG00000284694	GRCh38_AL355602.1	Gene Expression
GRCh38_ENSG00000227169	GRCh38_Z98747.1	Gene Expression
GRCh38_ENSG00000232596	GRCh38_LINC01646	Gene Expression
GRCh38_ENSG00000196581	GRCh38_AJAP1	Gene Expression
GRCh38_ENSG00000284739	GRCh38_BX005132.2	Gene Expression
GRCh38_ENSG00000284674	GRCh38_BX005132.1	Gene Expression
GRCh38_ENSG00000231510	GRCh38_AL691497.1	Gene Expression
GRCh38_ENSG00000284616	GRCh38_AL139823.1	Gene Expression
GRCh38_ENSG00000284692	GRCh38_Z98259.3	Gene Expression
GRCh38_ENSG00000284666	GRCh38_Z98259.2	Gene Expression
GRCh38_ENSG00000260972	GRCh38_Z98259.1	Gene Expression
GRCh38_ENSG00000236948	GRCh38_AL365255.1	Gene Expression
GRCh38_ENSG00000131697	GRCh38_NPHP4	Gene Expression
GRCh38_ENSG00000069424	GRCh38_KCNAB2	Gene Expression
GRCh38_ENSG00000116254	GRCh38_CHD5	Gene Expression
GRCh38_ENSG00000116251	GRCh38_RPL22	Gene Expression
GRCh38_ENSG00000226944	GRCh38_AL031847.1	Gene Expression
GRCh38_ENSG00000158286	GRCh38_RNF207	Gene Expression
GRCh38_ENSG00000116237	GRCh38_ICMT	Gene Expression
GRCh38_ENSG00000225077	GRCh38_LINC00337	Gene Expression
GRCh38_ENSG00000173673	GRCh38_HES3	Gene Expression
GRCh38_ENSG00000158292	GRCh38_GPR153	Gene Expression
GRCh38_ENSG00000097021	GRCh38_ACOT7	Gene Expression
GRCh38_ENSG00000271746	GRCh38_AL031848.2	Gene Expression
GRCh38_ENSG00000069812	GRCh38_HES2	Gene Expression
GRCh38_ENSG00000187017	GRCh38_ESPN	Gene Expression
GRCh38_ENSG00000231868	GRCh38_AL031848.1	Gene Expression
GRCh38_ENSG00000215788	GRCh38_TNFRSF25	Gene Expression
GRCh38_ENSG00000171680	GRCh38_PLEKHG5	Gene Expression
GRCh38_ENSG00000162408	GRCh38_NOL9	Gene Expression
GRCh38_ENSG00000173662	GRCh38_TAS1R1	Gene Expression
GRCh38_ENSG00000204859	GRCh38_ZBTB48	Gene Expression
GRCh38_ENSG00000162413	GRCh38_KLHL21	Gene Expression
GRCh38_ENSG00000116273	GRCh38_PHF13	Gene Expression
GRCh38_ENSG00000041988	GRCh38_THAP3	Gene Expression
GRCh38_ENSG00000007923	GRCh38_DNAJC11	Gene Expression
GRCh38_ENSG00000228750	GRCh38_LINC01672	Gene Expression
GRCh38_ENSG00000284744	GRCh38_AL591163.1	Gene Expression
GRCh38_ENSG00000237436	GRCh38_CAMTA1-DT	Gene Expression
GRCh38_ENSG00000171735	GRCh38_CAMTA1	Gene Expression
GRCh38_ENSG00000237365	GRCh38_AL512330.1	Gene Expression
GRCh38_ENSG00000237728	GRCh38_Z97987.1	Gene Expression
GRCh38_ENSG00000225126	GRCh38_AL365194.1	Gene Expression
GRCh38_ENSG00000270171	GRCh38_AL359881.3	Gene Expression
GRCh38_ENSG00000270035	GRCh38_AL359881.2	Gene Expression
GRCh38_ENSG00000269978	GRCh38_AL359881.1	Gene Expression
GRCh38_ENSG00000049245	GRCh38_VAMP3	Gene Expression
GRCh38_ENSG00000049246	GRCh38_PER3	Gene Expression
GRCh38_ENSG00000236266	GRCh38_Z98884.1	Gene Expression
GRCh38_ENSG00000049247	GRCh38_UTS2	Gene Expression
GRCh38_ENSG00000049249	GRCh38_TNFRSF9	Gene Expression
GRCh38_ENSG00000116288	GRCh38_PARK7	Gene Expression
GRCh38_ENSG00000284747	GRCh38_AL034417.4	Gene Expression
GRCh38_ENSG00000284716	GRCh38_AL034417.3	Gene Expression
GRCh38_ENSG00000116285	GRCh38_ERRFI1	Gene Expression
GRCh38_ENSG00000238290	GRCh38_AL034417.2	Gene Expression
GRCh38_ENSG00000227634	GRCh38_LINC01714	Gene Expression
GRCh38_ENSG00000233645	GRCh38_AL358876.2	Gene Expression
GRCh38_ENSG00000162426	GRCh38_SLC45A1	Gene Expression
GRCh38_ENSG00000142599	GRCh38_RERE	Gene Expression
GRCh38_ENSG00000232912	GRCh38_AL096855.1	Gene Expression
GRCh38_ENSG00000228423	GRCh38_AL357552.2	Gene Expression
GRCh38_ENSG00000074800	GRCh38_ENO1	Gene Expression
GRCh38_ENSG00000230679	GRCh38_ENO1-AS1	Gene Expression
GRCh38_ENSG00000131686	GRCh38_CA6	Gene Expression
GRCh38_ENSG00000197241	GRCh38_SLC2A7	Gene Expression
GRCh38_ENSG00000142583	GRCh38_SLC2A5	Gene Expression
GRCh38_ENSG00000180758	GRCh38_GPR157	Gene Expression
GRCh38_ENSG00000228526	GRCh38_MIR34AHG	Gene Expression
GRCh38_ENSG00000234546	GRCh38_LINC01759	Gene Expression
GRCh38_ENSG00000049239	GRCh38_H6PD	Gene Expression
GRCh38_ENSG00000171621	GRCh38_SPSB1	Gene Expression
GRCh38_ENSG00000284652	GRCh38_BX323043.1	Gene Expression
GRCh38_ENSG00000284693	GRCh38_AL928921.2	Gene Expression
GRCh38_ENSG00000235263	GRCh38_AL928921.1	Gene Expression
GRCh38_ENSG00000171612	GRCh38_SLC25A33	Gene Expression
GRCh38_ENSG00000188807	GRCh38_TMEM201	Gene Expression
GRCh38_ENSG00000171608	GRCh38_PIK3CD	Gene Expression
GRCh38_ENSG00000179840	GRCh38_PIK3CD-AS1	Gene Expression
GRCh38_ENSG00000231789	GRCh38_PIK3CD-AS2	Gene Expression
GRCh38_ENSG00000171603	GRCh38_CLSTN1	Gene Expression
GRCh38_ENSG00000178585	GRCh38_CTNNBIP1	Gene Expression
GRCh38_ENSG00000223989	GRCh38_AL357140.1	Gene Expression
GRCh38_ENSG00000162441	GRCh38_LZIC	Gene Expression
GRCh38_ENSG00000173614	GRCh38_NMNAT1	Gene Expression
GRCh38_ENSG00000162444	GRCh38_RBP7	Gene Expression
GRCh38_ENSG00000130939	GRCh38_UBE4B	Gene Expression
GRCh38_ENSG00000054523	GRCh38_KIF1B	Gene Expression
GRCh38_ENSG00000284735	GRCh38_AL139424.3	Gene Expression
GRCh38_ENSG00000284642	GRCh38_AL139424.2	Gene Expression
GRCh38_ENSG00000142657	GRCh38_PGD	Gene Expression
GRCh38_ENSG00000271989	GRCh38_AL139424.1	Gene Expression
GRCh38_ENSG00000251503	GRCh38_CENPS-CORT	Gene Expression
GRCh38_ENSG00000175279	GRCh38_CENPS	Gene Expression
GRCh38_ENSG00000241563	GRCh38_CORT	Gene Expression
GRCh38_ENSG00000160049	GRCh38_DFFA	Gene Expression
GRCh38_ENSG00000203469	GRCh38_AL354956.1	Gene Expression
GRCh38_ENSG00000142655	GRCh38_PEX14	Gene Expression
GRCh38_ENSG00000130940	GRCh38_CASZ1	Gene Expression
GRCh38_ENSG00000272078	GRCh38_AL139423.1	Gene Expression
GRCh38_ENSG00000175262	GRCh38_C1orf127	Gene Expression
GRCh38_ENSG00000120948	GRCh38_TARDBP	Gene Expression
GRCh38_ENSG00000277726	GRCh38_AL109811.4	Gene Expression
GRCh38_ENSG00000009724	GRCh38_MASP2	Gene Expression
GRCh38_ENSG00000271895	GRCh38_AL109811.3	Gene Expression
GRCh38_ENSG00000116649	GRCh38_SRM	Gene Expression
GRCh38_ENSG00000171824	GRCh38_EXOSC10	Gene Expression
GRCh38_ENSG00000226849	GRCh38_AL109811.1	Gene Expression
GRCh38_ENSG00000230337	GRCh38_AL109811.2	Gene Expression
GRCh38_ENSG00000198793	GRCh38_MTOR	Gene Expression
GRCh38_ENSG00000225602	GRCh38_MTOR-AS1	Gene Expression
GRCh38_ENSG00000171819	GRCh38_ANGPTL7	Gene Expression
GRCh38_ENSG00000120942	GRCh38_UBIAD1	Gene Expression
GRCh38_ENSG00000284646	GRCh38_AL031291.1	Gene Expression
GRCh38_ENSG00000204624	GRCh38_DISP3	Gene Expression
GRCh38_ENSG00000235643	GRCh38_LINC01647	Gene Expression
GRCh38_ENSG00000284708	GRCh38_AL031731.1	Gene Expression
GRCh38_ENSG00000116661	GRCh38_FBXO2	Gene Expression
GRCh38_ENSG00000132879	GRCh38_FBXO44	Gene Expression
GRCh38_ENSG00000116663	GRCh38_FBXO6	Gene Expression
GRCh38_ENSG00000116670	GRCh38_MAD2L2	Gene Expression
GRCh38_ENSG00000162490	GRCh38_DRAXIN	Gene Expression
GRCh38_ENSG00000177674	GRCh38_AGTRAP	Gene Expression
GRCh38_ENSG00000215910	GRCh38_C1orf167	Gene Expression
GRCh38_ENSG00000177553	GRCh38_AL953897.1	Gene Expression
GRCh38_ENSG00000177000	GRCh38_MTHFR	Gene Expression
GRCh38_ENSG00000011021	GRCh38_CLCN6	Gene Expression
GRCh38_ENSG00000242349	GRCh38_NPPA-AS1	Gene Expression
GRCh38_ENSG00000175206	GRCh38_NPPA	Gene Expression
GRCh38_ENSG00000120937	GRCh38_NPPB	Gene Expression
GRCh38_ENSG00000116685	GRCh38_KIAA2013	Gene Expression
GRCh38_ENSG00000083444	GRCh38_PLOD1	Gene Expression
GRCh38_ENSG00000116688	GRCh38_MFN2	Gene Expression
GRCh38_ENSG00000116691	GRCh38_MIIP	Gene Expression
GRCh38_ENSG00000120949	GRCh38_TNFRSF8	Gene Expression
GRCh38_ENSG00000028137	GRCh38_TNFRSF1B	Gene Expression
GRCh38_ENSG00000048707	GRCh38_VPS13D	Gene Expression
GRCh38_ENSG00000229484	GRCh38_AC243836.1	Gene Expression
GRCh38_ENSG00000162496	GRCh38_DHRS3	Gene Expression
GRCh38_ENSG00000272482	GRCh38_AC254633.1	Gene Expression
GRCh38_ENSG00000204518	GRCh38_AADACL4	Gene Expression
GRCh38_ENSG00000188984	GRCh38_AADACL3	Gene Expression
GRCh38_ENSG00000157330	GRCh38_C1orf158	Gene Expression
GRCh38_ENSG00000116726	GRCh38_PRAMEF12	Gene Expression
GRCh38_ENSG00000116721	GRCh38_PRAMEF1	Gene Expression
GRCh38_ENSG00000228338	GRCh38_LINC01784	Gene Expression
GRCh38_ENSG00000239810	GRCh38_PRAMEF11	Gene Expression
GRCh38_ENSG00000179172	GRCh38_HNRNPCL1	Gene Expression
GRCh38_ENSG00000120952	GRCh38_PRAMEF2	Gene Expression
GRCh38_ENSG00000243073	GRCh38_PRAMEF4	Gene Expression
GRCh38_ENSG00000187545	GRCh38_PRAMEF10	Gene Expression
GRCh38_ENSG00000204510	GRCh38_PRAMEF7	Gene Expression
GRCh38_ENSG00000232423	GRCh38_PRAMEF6	Gene Expression
GRCh38_ENSG00000274764	GRCh38_PRAMEF27	Gene Expression
GRCh38_ENSG00000277058	GRCh38_HNRNPCL3	Gene Expression
GRCh38_ENSG00000229571	GRCh38_PRAMEF25	Gene Expression
GRCh38_ENSG00000275774	GRCh38_HNRNPCL2	Gene Expression
GRCh38_ENSG00000233336	GRCh38_AC245056.1	Gene Expression
GRCh38_ENSG00000280267	GRCh38_PRAMEF26	Gene Expression
GRCh38_ENSG00000179412	GRCh38_HNRNPCL4	Gene Expression
GRCh38_ENSG00000204505	GRCh38_PRAMEF9	Gene Expression
GRCh38_ENSG00000279169	GRCh38_PRAMEF13	Gene Expression
GRCh38_ENSG00000279804	GRCh38_PRAMEF18	Gene Expression
GRCh38_ENSG00000270601	GRCh38_PRAMEF5	Gene Expression
GRCh38_ENSG00000182330	GRCh38_PRAMEF8	Gene Expression
GRCh38_ENSG00000237700	GRCh38_PRAMEF33	Gene Expression
GRCh38_ENSG00000204501	GRCh38_PRAMEF15	Gene Expression
GRCh38_ENSG00000228229	GRCh38_AC243961.1	Gene Expression
GRCh38_ENSG00000204481	GRCh38_PRAMEF14	Gene Expression
GRCh38_ENSG00000204480	GRCh38_PRAMEF19	Gene Expression
GRCh38_ENSG00000204479	GRCh38_PRAMEF17	Gene Expression
GRCh38_ENSG00000204478	GRCh38_PRAMEF20	Gene Expression
GRCh38_ENSG00000162494	GRCh38_LRRC38	Gene Expression
GRCh38_ENSG00000259961	GRCh38_AL354712.1	Gene Expression
GRCh38_ENSG00000162493	GRCh38_PDPN	Gene Expression
GRCh38_ENSG00000237445	GRCh38_AL359771.1	Gene Expression
GRCh38_ENSG00000116731	GRCh38_PRDM2	Gene Expression
GRCh38_ENSG00000189337	GRCh38_KAZN	Gene Expression
GRCh38_ENSG00000231606	GRCh38_AL357873.1	Gene Expression
GRCh38_ENSG00000234593	GRCh38_KAZN-AS1	Gene Expression
GRCh38_ENSG00000175147	GRCh38_TMEM51-AS1	Gene Expression
GRCh38_ENSG00000171729	GRCh38_TMEM51	Gene Expression
GRCh38_ENSG00000204464	GRCh38_C1orf195	Gene Expression
GRCh38_ENSG00000142621	GRCh38_FHAD1	Gene Expression
GRCh38_ENSG00000233485	GRCh38_AL031283.2	Gene Expression
GRCh38_ENSG00000236045	GRCh38_AL031283.3	Gene Expression
GRCh38_ENSG00000228140	GRCh38_AL031283.1	Gene Expression
GRCh38_ENSG00000142634	GRCh38_EFHD2	Gene Expression
GRCh38_ENSG00000162438	GRCh38_CTRC	Gene Expression
GRCh38_ENSG00000142615	GRCh38_CELA2A	Gene Expression
GRCh38_ENSG00000215704	GRCh38_CELA2B	Gene Expression
GRCh38_ENSG00000132906	GRCh38_CASP9	Gene Expression
GRCh38_ENSG00000116138	GRCh38_DNAJC16	Gene Expression
GRCh38_ENSG00000272510	GRCh38_AL121992.3	Gene Expression
GRCh38_ENSG00000116771	GRCh38_AGMAT	Gene Expression
GRCh38_ENSG00000237301	GRCh38_AL121992.1	Gene Expression
GRCh38_ENSG00000197312	GRCh38_DDI2	Gene Expression
GRCh38_ENSG00000215695	GRCh38_RSC1A1	Gene Expression
GRCh38_ENSG00000271742	GRCh38_AL121992.2	Gene Expression
GRCh38_ENSG00000116786	GRCh38_PLEKHM2	Gene Expression
GRCh38_ENSG00000237938	GRCh38_AL450998.3	Gene Expression
GRCh38_ENSG00000162461	GRCh38_SLC25A34	Gene Expression
GRCh38_ENSG00000224459	GRCh38_SLC25A34-AS1	Gene Expression
GRCh38_ENSG00000162460	GRCh38_TMEM82	Gene Expression
GRCh38_ENSG00000162458	GRCh38_FBLIM1	Gene Expression
GRCh38_ENSG00000233954	GRCh38_UQCRHL	Gene Expression
GRCh38_ENSG00000179743	GRCh38_AL450998.2	Gene Expression
GRCh38_ENSG00000065526	GRCh38_SPEN	Gene Expression
GRCh38_ENSG00000116809	GRCh38_ZBTB17	Gene Expression
GRCh38_ENSG00000183888	GRCh38_SRARP	Gene Expression
GRCh38_ENSG00000233078	GRCh38_AL355994.3	Gene Expression
GRCh38_ENSG00000173641	GRCh38_HSPB7	Gene Expression
GRCh38_ENSG00000186510	GRCh38_CLCNKA	Gene Expression
GRCh38_ENSG00000184908	GRCh38_CLCNKB	Gene Expression
GRCh38_ENSG00000185519	GRCh38_FAM131C	Gene Expression
GRCh38_ENSG00000142627	GRCh38_EPHA2	Gene Expression
GRCh38_ENSG00000227959	GRCh38_AL451042.2	Gene Expression
GRCh38_ENSG00000224621	GRCh38_AL451042.1	Gene Expression
GRCh38_ENSG00000234166	GRCh38_ARHGEF19-AS1	Gene Expression
GRCh38_ENSG00000142632	GRCh38_ARHGEF19	Gene Expression
GRCh38_ENSG00000132881	GRCh38_CPLANE2	Gene Expression
GRCh38_ENSG00000037637	GRCh38_FBXO42	Gene Expression
GRCh38_ENSG00000055070	GRCh38_SZRD1	Gene Expression
GRCh38_ENSG00000187144	GRCh38_SPATA21	Gene Expression
GRCh38_ENSG00000157191	GRCh38_NECAP2	Gene Expression
GRCh38_ENSG00000226029	GRCh38_LINC01772	Gene Expression
GRCh38_ENSG00000261135	GRCh38_AL137802.2	Gene Expression
GRCh38_ENSG00000224174	GRCh38_AL137802.1	Gene Expression
GRCh38_ENSG00000233421	GRCh38_LINC01783	Gene Expression
GRCh38_ENSG00000219481	GRCh38_NBPF1	Gene Expression
GRCh38_ENSG00000271732	GRCh38_AL137798.1	Gene Expression
GRCh38_ENSG00000282143	GRCh38_AL137798.2	Gene Expression
GRCh38_ENSG00000279151	GRCh38_AL021920.1	Gene Expression
GRCh38_ENSG00000282740	GRCh38_AL021920.3	Gene Expression
GRCh38_ENSG00000058453	GRCh38_CROCC	Gene Expression
GRCh38_ENSG00000223643	GRCh38_BX284668.1	Gene Expression
GRCh38_ENSG00000228549	GRCh38_BX284668.2	Gene Expression
GRCh38_ENSG00000238142	GRCh38_BX284668.5	Gene Expression
GRCh38_ENSG00000272426	GRCh38_BX284668.6	Gene Expression
GRCh38_ENSG00000117122	GRCh38_MFAP2	Gene Expression
GRCh38_ENSG00000226526	GRCh38_AL049569.1	Gene Expression
GRCh38_ENSG00000159363	GRCh38_ATP13A2	Gene Expression
GRCh38_ENSG00000117118	GRCh38_SDHB	Gene Expression
GRCh38_ENSG00000117115	GRCh38_PADI2	Gene Expression
GRCh38_ENSG00000204362	GRCh38_AL590644.1	Gene Expression
GRCh38_ENSG00000282843	GRCh38_AL590644.3	Gene Expression
GRCh38_ENSG00000142623	GRCh38_PADI1	Gene Expression
GRCh38_ENSG00000142619	GRCh38_PADI3	Gene Expression
GRCh38_ENSG00000159339	GRCh38_PADI4	Gene Expression
GRCh38_ENSG00000276747	GRCh38_PADI6	Gene Expression
GRCh38_ENSG00000227751	GRCh38_AC004824.1	Gene Expression
GRCh38_ENSG00000179051	GRCh38_RCC2	Gene Expression
GRCh38_ENSG00000074964	GRCh38_ARHGEF10L	Gene Expression
GRCh38_ENSG00000236648	GRCh38_AL136529.1	Gene Expression
GRCh38_ENSG00000117148	GRCh38_ACTL8	Gene Expression
GRCh38_ENSG00000284653	GRCh38_AL357509.1	Gene Expression
GRCh38_ENSG00000261781	GRCh38_LINC01654	Gene Expression
GRCh38_ENSG00000117154	GRCh38_IGSF21	Gene Expression
GRCh38_ENSG00000230035	GRCh38_IGSF21-AS1	Gene Expression
GRCh38_ENSG00000225387	GRCh38_AL591896.1	Gene Expression
GRCh38_ENSG00000179023	GRCh38_KLHDC7A	Gene Expression
GRCh38_ENSG00000009709	GRCh38_PAX7	Gene Expression
GRCh38_ENSG00000179002	GRCh38_TAS1R2	Gene Expression
GRCh38_ENSG00000255275	GRCh38_AL080251.1	Gene Expression
GRCh38_ENSG00000159423	GRCh38_ALDH4A1	Gene Expression
